FName(String),LName(String),Gender(String),AreaCode(String),Phone(String),City(String),State(String),Zip(String),MaritalStatus(String),HasChild(String)
Padima,McCue,F,503,4948843,SALEM,OR,97313,M,N
Wally,Pioli,F,208,5622338,BLACKFOOT,ID,83221,M,Y
Farid,Baucke,F,605,1307249,SAINT CHARLES,SD,57571,S,N
Simaan,Erez,M,228,8639103,JACKSON,MS,39269,M,N
Asa,Ebeling,F,918,4016420,OKLAHOMA CITY,OK,73113,S,N
Hamza,Roodyn,F,860,7969036,HARTFORD,CT,6180,M,Y
Qian,Grinter,M,401,5609514,PAWTUCKET,RI,2861,S,N
Bui,Anjur,F,479,7871990,MOSCOW,AR,71659,M,N
Luquan,Gurzi,F,603,6919226,EPSOM,NH,3234,S,N
Kozi,Ochoa,F,913,8456227,LIBERAL,KS,67901,M,Y
Jyhyeung,Pino,M,260,6044039,EVANSVILLE,IN,47711,S,Y
Pratheep,Leahy,M,405,3932559,COLBERT,OK,74733,S,Y
Siva,Gitler,M,270,4256482,DANA,KY,41615,S,Y
Yanyan,Orwant,F,304,5772743,CLARKSBURG,WV,26302,S,Y
Neri,Yanagida,M,612,1836010,HOLMES CITY,MN,56341,M,N
Maddalena,Bolbourn,M,608,1085687,OKAUCHEE,WI,53069,S,Y
Hellis,Fanti,F,267,3949295,ALLENTOWN,PA,18105,S,Y
Chiara,Kearns,M,405,2434206,BARTLESVILLE,OK,74005,M,N
Xuemin,Elorriaga,F,715,6569669,PRINCETON,WI,54968,M,Y
Alper,Hjaresen,M,732,1413887,HIGHTSTOWN,NJ,8520,S,Y
Ila,Carra,F,601,7052377,STARKVILLE,MS,39759,S,N
Chenxi,Ramaswami,F,207,7541399,CUSHING,ME,4563,S,Y
Spencer,Matzat,F,406,7217327,WINSTON,MT,59647,S,N
Godfried,Schena,F,308,1494578,MC COOK,NE,69001,M,Y
Zeng,Lavalette,F,308,2239959,MCGREW,NE,69353,S,Y
Gaurav,Promhouse,F,406,7655852,ZURICH,MT,59547,S,Y
Adit,Narahara,M,551,4152500,OCEANPORT,NJ,7757,S,N
Deven,Schachter,M,907,3134033,ANCHORAGE,AK,99507,M,Y
Elarbi,Wirl,F,815,5705611,KEENSBURG,IL,62852,S,Y
Shamim,Ikeo,M,208,2775158,COOLIN,ID,83821,S,Y
Yiorgos,Biryukow,F,610,9934458,VANDERBILT,PA,15486,S,Y
Renuka,Groenemans,F,989,4706328,MARQUETTE,MI,49855,S,N
Itzhak,Vieille,M,605,1062125,BELLE FOURCHE,SD,57717,S,Y
Jamshid,Traunmuller,F,304,2361916,GRAFTON,WV,26354,S,Y
Prabuddha,Hamburg,M,603,7345883,NORTH SUTTON,NH,3260,S,N
Fracisco,Arbab,M,615,9342202,NASHVILLE,TN,37204,M,Y
Arundhati,Tomassini,F,646,6457643,SILVER SPRINGS,NY,14550,M,N
Vladislav,Khedro,F,586,5109308,DEARBORN HEIGHTS,MI,48125,S,Y
Melvin,Constantineau,M,567,7629888,PICKERINGTON,OH,43147,S,N
Moon,Tawa,F,303,5646407,EADS,CO,81036,M,Y
Minshen,Whittlesey,M,478,7501182,RAY CITY,GA,31645,M,N
Ivy,Lassagne,M,307,2229705,VAN TASSELL,WY,82242,M,N
Vitaly,Gerlhof,F,605,6246559,HERMOSA,SD,57744,S,N
Ratko,Lunn,M,435,5539506,NEWCASTLE,UT,84756,M,N
Magatho,Cassel,F,727,6427269,SAINT CLOUD,FL,34770,M,N
Wibke,Pasztor,M,501,5998568,REDFIELD,AR,72132,S,Y
Xioalin,Schwandt,M,401,3534031,SLATERSVILLE,RI,2876,S,N
Pierdaniele,Kane,M,605,1344512,PARKSTON,SD,57366,M,N
Douadi,Subbalakshmi,M,207,4565669,PEAKS ISLAND,ME,4108,M,Y
Ganrav,Linnell,F,610,4503605,HOWARD,PA,16841,S,N
Aenne,DeFouw,M,478,9786537,WAVERLY HALL,GA,31831,S,N
Zygmunt,Faria,F,405,8887202,PAWHUSKA,OK,74056,S,N
Mechthild,Brykczynski,F,410,4846020,WINDSOR MILL,MD,21244,M,N
Adas,Nassef,M,505,5674376,ALBUQUERQUE,NM,87111,S,Y
Yoshiyuki,Wabbi,F,307,2378506,ENCAMPMENT,WY,82325,S,Y
Nico,Blackard,M,862,6602259,PLUCKEMIN,NJ,7978,M,N
Chaoyi,Mingo,M,630,6149849,SOUTH WILMINGTON,IL,60474,S,Y
Chaosheng,Marceau,F,630,2659150,EQUALITY,IL,62934,M,Y
Sarmad,Coolsaet,M,978,2599195,LITTLETON,MA,1460,S,Y
Neophytos,Siefkes,M,864,5007818,CLARKS HILL,SC,29821,S,Y
Dang,Bongartz,F,302,7733848,WILMINGTON,DE,19880,S,Y
Fiaz,Karp,F,484,2222186,POTTSVILLE,PA,17901,M,N
Thorsten,Scherz,M,479,2383083,CAMDEN,AR,71701,M,N
Dunja,Raschke,F,701,2393525,GARRISON,ND,58540,M,Y
Nilanjan,Boddy,F,580,7328981,OKLAHOMA CITY,OK,73122,M,N
Ashim,Tohma,F,224,6781321,LANCASTER,IL,62855,M,Y
Zhixi,Buitenhuis,F,239,5034833,TAMPA,FL,33689,S,N
Melchior,Schrock,F,912,9274046,CLARKSTON,GA,30021,S,N
Carolina,Yonezaki,F,202,9461632,WASHINGTON,DC,20544,M,Y
Zineb,Marchegay,M,551,3156879,PERTH AMBOY,NJ,8861,M,N
Rosana,Kliger,F,580,1382108,GARBER,OK,73738,S,N
Hongzue,Quinke,F,303,7409015,BOULDER,CO,80307,M,N
Masaharu,Rassart,M,551,6401739,TRENTON,NJ,8628,S,Y
Xiao,Tockey,M,806,8344772,DALLAS,TX,75225,M,Y
Libero,Zincke,F,775,3962980,LAS VEGAS,NV,89145,M,Y
Oryal,Ramaswamy,M,505,8133543,VANDERWAGEN,NM,87326,M,Y
Hansruedi,Kluners,M,219,9626668,MARTINSVILLE,IN,46151,S,N
Kok,Tenopir,F,606,7256232,LOUISVILLE,KY,40212,M,Y
Raimar,Vaisey,M,202,6907470,WASHINGTON,DC,20586,M,Y
Huaxiong,Trucco,M,804,6544631,FORT VALLEY,VA,22652,S,N
Chuen,Tomba,F,218,5146587,FOSSTON,MN,56542,M,N
Sougata,Forre,M,402,9025040,BLOOMINGTON,NE,68929,M,N
Devindra,Rivierre,M,787,7957550,PENUELAS,PR,624,M,Y
Jacque,Derstine,M,307,4771761,DIXON,WY,82323,S,Y
Wensheng,Kroenke,F,701,1934271,SAINT MICHAEL,ND,58370,S,Y
Ramachander,Hatkanagalekar,M,919,3868033,RODUCO,NC,27969,M,N
Boris,Shinjo,M,662,2547515,TOCCOPOLA,MS,38874,M,Y
Erven,Dileva,F,406,1333691,WHITE SULPHUR SPRINGS,MT,59645,M,N
Chandramohan,Greca,M,860,1771762,NEW HAVEN,CT,6505,S,Y
Nicholas,Mendelsohn,M,508,1038818,ACCORD,MA,2018,M,Y
Chieko,Singh,F,302,3588135,MAGNOLIA,DE,19962,M,N
Khun,Hambury,F,207,2201770,MONTICELLO,ME,4760,S,N
Stabislas,Schroff,F,210,1006013,HOUSTON,TX,77009,M,Y
Camil,Dresler,M,234,8167822,CUYAHOGA FALLS,OH,44223,S,N
Mituhiro,Nguifo,M,580,6104501,TULSA,OK,74192,S,N
Shiyun,Boughanem,M,210,5746857,SAN ANTONIO,TX,78218,S,Y
Michiko,Felcyn,F,808,6197269,TRIPLER ARMY MEDICAL CENTER,HI,96859,S,Y
Junho,Ciorba,F,207,1499363,ROCKPORT,ME,4856,M,Y
Xiaoqiang,Meriste,M,563,1664652,DUMONT,IA,50625,S,N
Heichun,Grushcow,M,623,2246466,GLENDALE,AZ,85308,S,Y
Minjoong,Bien,F,701,8221693,LANSFORD,ND,58750,M,Y
Lionello,Oppliger,F,785,3716796,ELK FALLS,KS,67345,S,N
Abraham,Kowarski,M,530,1117584,SCOTTS VALLEY,CA,95067,S,N
Sherri,Vivekananda,F,505,7963348,PIE TOWN,NM,87827,S,N
Zhongwei,Mudambi,M,304,3105280,CHARLESTON,WV,25303,M,N
Jorgen,Goda,M,225,3467489,OTIS,LA,71466,M,N
Junas,Hanafy,M,808,1722039,HONOLULU,HI,96815,M,Y
Hana,Georgatos,M,419,6863684,MC CLURE,OH,43534,M,Y
Takeaki,Forchert,F,769,2955003,NEW SITE,MS,38859,M,Y
Hanja,Piera,F,808,5306325,HONOLULU,HI,96819,M,Y
Shobana,Eiron,F,980,4581842,GREENSBORO,NC,27435,S,N
Wakaha,Backelin,F,860,8821879,NEW HAVEN,CT,6509,S,Y
Derwent,Seliger,F,224,2325726,SAINT CHARLES,IL,60174,S,N
Esti,Tanishita,F,845,6187903,MIDDLE ISLAND,NY,11953,M,Y
Uresh,Wolin,M,207,3335775,EAST WATERBORO,ME,4030,S,N
Amarnath,Yamagami,M,304,4581532,DAILEY,WV,26259,S,Y
Gradimir,Dunfee,F,351,7638632,ANDOVER,MA,1899,M,N
Tianqing,Dreux,M,208,8456717,LEWISTON,ID,83501,S,N
Somenath,Bade,F,304,1052748,BIG BEND,WV,26136,M,N
Phong,Autexier,F,480,6045100,SHOW LOW,AZ,85901,S,N
Linqi,Alhajj,M,269,8901323,PETOSKEY,MI,49770,M,N
Sangeeta,Wenocur,M,206,3127542,SPOKANE,WA,99217,S,N
Amitabh,Shackell,F,267,3707577,MILLVILLE,PA,17846,M,Y
Dadong,Parish,F,660,4259708,INDEPENDENCE,MO,64051,M,N
Irith,Terzopoulos,M,309,3945890,KARNAK,IL,62956,M,Y
Souri,Dulong,M,573,5596094,IMPERIAL,MO,63052,M,N
Shivi,Simaioforidis,M,206,5395866,YACOLT,WA,98675,S,Y
Emmanuelle,Daigle,F,907,2438104,KIANA,AK,99749,M,Y
Hidehiro,Lidinsky,F,434,8916428,CHECK,VA,24072,S,N
Siddhartha,Moeller,M,540,4714835,ANDOVER,VA,24215,M,N
Iko,Faltenbacher,M,406,5472590,HELENA,MT,59604,S,N
Dylan,Khetawat,M,308,8527206,TEKAMAH,NE,68061,S,Y
Ferroudja,Miner,F,508,8525795,HUDSON,MA,1749,S,N
Berend,Malaika,F,716,8387338,CUDDEBACKVILLE,NY,12729,S,Y
Boijdar,Ausiello,M,620,3562542,TOPEKA,KS,66683,S,Y
Hilde,Vesna,F,701,6825808,FULLERTON,ND,58441,M,Y
Takayuli,Hausser,F,787,1182390,JUNCOS,PR,777,M,Y
Michele,Kober,F,775,3416563,LAS VEGAS,NV,89109,M,Y
Bernad,Rutman,F,307,1493812,WORLAND,WY,82401,S,Y
Chungmin,Lucco,M,865,5558765,RUTHERFORD,TN,38369,M,Y
Kimiko,Drenick,M,509,8242824,CONCONULLY,WA,98819,S,N
Asish,Yamagami,M,504,5427407,MARRERO,LA,70073,M,Y
Lulu,Steckler,F,913,9002782,STAFFORD,KS,67578,M,N
Qingming,Kara,F,610,4965658,DALMATIA,PA,17017,S,N
Reshma,Yapp,M,202,7623905,WASHINGTON,DC,20045,S,Y
Zhijun,Gabrielli,M,937,4793263,GNADENHUTTEN,OH,44629,M,N
Jianjian,Nierstrasz,M,773,3883829,SHERIDAN,IL,60551,S,Y
Nariankadu,Chretien,F,202,3332490,PARCEL RETURN SERVICE,DC,56944,M,Y
Kellie,Romein,F,765,2067975,SWAYZEE,IN,46986,M,N
Kamyar,Kotulla,M,785,4361693,WICHITA,KS,67217,M,N
Petr,Favero,F,302,5155465,WILMINGTON,DE,19890,M,Y
Wallace,Quittner,F,504,4188731,PLEASANT HILL,LA,71065,M,Y
Anke,Huthnance,M,620,9689694,EUREKA,KS,67045,M,Y
Bong,Mechling,F,606,4058367,BURKESVILLE,KY,42717,S,N
Yuehong,Vikas,F,302,5618915,WILMINGTON,DE,19810,S,Y
Mirjam,Raoux,M,262,9522979,CAMBRIDGE,WI,53523,M,N
Susan,Huuskonen,M,848,5838219,FLAGTOWN,NJ,8821,S,N
Thyagaraju,Cichon,F,501,8464912,PINE BLUFF,AR,71603,M,N
Johnathon,Zaccone,F,307,1811758,HILAND,WY,82638,M,N
Grazyna,Pendleton,M,401,4868660,BRISTOL,RI,2809,M,Y
Imara,Bard,M,843,1706081,HILTON HEAD ISLAND,SC,29925,M,N
Abdelkader,Schallart,M,603,7849485,ROCHESTER,NH,3867,M,N
Gilles,Hollenberg,M,307,7576848,WYARNO,WY,82845,M,Y
Misha,Staff,F,304,6433714,BERKELEY SPRINGS,WV,25411,S,Y
Jaerheen,Picci,F,401,3871027,SMITHFIELD,RI,2917,S,N
Seungmi,Frison,F,603,6048440,AMHERST,NH,3031,M,Y
Efthymios,Noltemeier,M,339,2064846,RANDOLPH,MA,2368,M,N
Gustav,Christianini,F,918,6109038,OKLAHOMA CITY,OK,73143,S,Y
Moritz,Chitnis,F,769,8302314,PETAL,MS,39465,M,Y
Francesmary,Broos,F,906,6708147,ELWELL,MI,48832,S,N
Kazutoshi,Steffens,M,208,7547005,CARMEN,ID,83462,S,Y
Etsuya,Harbane,F,912,9456291,WRIGHTSVILLE,GA,31096,M,Y
LouAnn,Steckler,F,862,2251522,LAWNSIDE,NJ,8045,M,Y
Jerry,Craske,M,802,5139281,EAST DORSET,VT,5253,M,Y
Marshall,Romoli,F,603,8709702,BATH,NH,3740,M,N
Hsiangchu,Kinsley,M,435,9047518,HONEYVILLE,UT,84314,S,Y
Yufei,Calkin,F,260,2598320,INDIANAPOLIS,IN,46240,M,N
Michitaka,Guan,M,862,8721195,BOONTON,NJ,7005,M,N
Myron,Arbib,M,804,3345357,STANARDSVILLE,VA,22973,S,Y
Tengku,Gerlach,M,814,1751325,ERIE,PA,16506,M,N
Thiel,Dulay,F,907,6603314,ANCHORAGE,AK,99523,S,N
Pitro,Slutz,F,802,4554271,NORTHFIELD FALLS,VT,5664,S,N
Nicolaas,Fouquere,F,215,1047526,CANTON,PA,17724,S,N
Rainer,Grotschel,M,302,1341546,BETHANY BEACH,DE,19930,S,Y
Ahlem,Guth,F,772,4116973,SEVILLE,FL,32190,M,Y
Predrag,Diz,M,508,4778658,NORTH CHELMSFORD,MA,1863,M,N
Ruairi,Tretkoff,F,209,5091537,WEST SACRAMENTO,CA,95799,S,N
Kazumi,Goli,F,956,9377717,GRULLA,TX,78548,S,N
Faron,Reus,M,239,9302160,PINELLAS PARK,FL,33782,S,Y
Fuminori,Litecky,F,802,1419455,NORTH FERRISBURGH,VT,5473,M,N
Yuemin,Norsworthy,M,602,9006419,KINGMAN,AZ,86402,S,Y
Yinfeng,America,F,940,9576514,HOUSTON,TX,77260,M,Y
Jixin,Sander,F,757,2146985,FARMVILLE,VA,23901,M,N
Jamshed,Pierce,M,618,9057634,RARITAN,IL,61471,S,N
Marianne,Gerbes,M,505,2882500,MEDANALES,NM,87548,M,Y
Klichiro,Sanghavi,F,307,3326342,WESTON,WY,82731,M,Y
Gila,Rauglaudre,M,615,3107446,MEMPHIS,TN,37501,S,N
Sajjan,Drach,M,605,9335516,LANTRY,SD,57636,M,Y
Ilaria,Weinreich,F,337,1994440,ROSELAND,LA,70456,M,N
Kazuyo,Klingspor,M,516,4894687,ADAMS BASIN,NY,14410,S,N
Fredrik,Linusson,M,939,9693214,SAN JUAN,PR,911,M,N
Timucin,Malhotra,F,319,3989657,FLOYD,IA,50435,M,N
Yali,Ponamgi,F,918,5596675,KANSAS,OK,74347,S,N
Naoshi,Amlani,M,505,6282511,SALEM,NM,87941,M,N
Pierpaolo,Ramalho,M,480,6797335,VERNON,AZ,85940,S,Y
Natalio,Bruchert,M,610,4309154,BOLIVAR,PA,15923,M,Y
Jalal,Urponen,F,317,8657061,SPICELAND,IN,47385,S,Y
Thyagarajan,Keskin,M,208,6926620,DOVER,ID,83825,S,Y
Seshu,Clair,F,843,1184462,NORTH MYRTLE BEACH,SC,29582,S,N
Sevki,Beliaeva,M,308,9963046,ROSELAND,NE,68973,M,Y
Jonna,Raebel,M,808,4089904,HAIKU,HI,96708,S,Y
Eila,Giunchiglia,F,205,1759596,JACKSONS GAP,AL,36861,M,Y
Sudhakar,Guardabassi,M,318,3106927,CONVERSE,LA,71419,M,N
Piergiorgio,Brunk,F,256,8197653,BIRMINGHAM,AL,35249,M,Y
Ipke,Landram,M,202,4009043,WASHINGTON,DC,20594,M,Y
Kil,Klette,F,865,6906292,JELLICO,TN,37762,S,Y
Walther,Besl,M,605,3661086,MIDLAND,SD,57552,S,Y
Artyom,Openshaw,F,703,1713808,MOLLUSK,VA,22517,M,Y
Hitohisa,Beckhoff,F,541,8817275,SHANIKO,OR,97057,S,Y
Shimei,Milicia,F,901,4253267,MEMPHIS,TN,38145,S,N
Tarik,Gartshore,F,615,7002815,JASPER,TN,37347,S,N
Fumino,Goradia,F,970,4541658,GREELEY,CO,80639,S,N
Baile,Poncelet,F,228,5529897,GUNTOWN,MS,38849,M,N
Asiri,Clarke,F,606,2323648,MACEO,KY,42355,S,Y
Bartek,Hohler,M,337,3175931,BOSSIER CITY,LA,71172,M,N
Srikant,Charissis,M,603,7572736,HINSDALE,NH,3451,M,N
Abhijit,Zurfluh,M,706,3795377,LOOKOUT MOUNTAIN,GA,30750,M,Y
Hideaki,Daws,F,351,3858839,ASHFIELD,MA,1330,M,N
Sameer,Duntsch,F,717,7914061,MCKEESPORT,PA,15135,S,Y
Maya,Rovan,M,339,8267606,ANDOVER,MA,5544,M,N
Russ,Shanblatt,M,808,5102100,OOKALA,HI,96774,S,Y
Prentiss,Sawamiphakdi,F,704,9619604,FUQUAY VARINA,NC,27526,S,N
Gunvant,Dittert,F,580,9359306,WARNER,OK,74469,M,Y
Suhas,Pescio,F,858,2919575,ONTARIO,CA,91762,S,Y
Shair,Galati,M,601,7792253,BRAXTON,MS,39044,M,Y
Sanjit,Zampieri,M,503,7477633,PORTLAND,OR,97286,S,Y
Jiawen,Tripathy,F,603,2799163,ATKINSON,NH,3811,S,Y
Johnette,Hiroike,M,913,4261697,WILSON,KS,67490,S,Y
Kazumiti,Jette,M,308,4774995,GILEAD,NE,68362,M,Y
Sarangan,Ishizuka,M,765,2197483,OSSIAN,IN,46777,M,N
Pau,Besselaar,F,612,4854892,HENNING,MN,56551,M,Y
Yingfei,Scheepers,F,878,8069529,LEVITTOWN,PA,19054,M,N
Reinder,Roura,M,631,2879859,SMALLWOOD,NY,12778,S,N
Yevgeniy,Kate,F,318,6794087,DOWNSVILLE,LA,71234,M,Y
Nabil,Pokorny,M,939,7633822,AGUADILLA,PR,603,M,N
Chern,Hanatani,F,612,8418283,NEW GERMANY,MN,55367,S,Y
Derwent,Brazakovic,F,947,4747367,SOUTH LYON,MI,48178,S,N
Jogesh,Bitan,F,828,3731742,SCRANTON,NC,27875,S,N
Lok,Sikka,M,816,8505123,MINERAL POINT,MO,63660,M,Y
Suraj,Gerbe,M,202,9705733,WASHINGTON,DC,20215,M,Y
Ventura,Bazgan,F,928,5364337,THATCHER,AZ,85552,S,Y
Lissa,Cronau,F,808,1629866,LANAI CITY,HI,96763,M,Y
Gadi,Kuzuoka,F,617,3945733,SHUTESBURY,MA,1072,S,N
Ido,Nagata,F,307,3143047,RAWLINS,WY,82301,S,N
Taenam,Quinqueton,F,603,3411879,PITTSBURG,NH,3592,S,Y
Dinkar,Begg,M,720,2048561,GREELEY,CO,80633,M,N
Annya,Thackray,F,571,3812313,ROANOKE,VA,24155,M,N
Rajib,Soleimanipour,F,939,4423211,HATILLO,PR,659,M,N
Keiko,Zastre,M,304,2569805,CHARLESTON,WV,25301,M,N
Jayadev,Leiwo,F,252,5898570,PINETOWN,NC,27865,S,N
Unal,Chuah,M,305,4661872,TAMPA,FL,33617,S,N
Fumihiko,Schollmeyer,F,401,1456889,LITTLE COMPTON,RI,2837,M,N
Stven,Krogh,M,270,4919265,BRADFORDSVILLE,KY,40009,S,N
Jochen,Rivero,M,720,4132113,SILT,CO,81652,M,N
Dima,Abbod,F,769,5969235,MERIDIAN,MS,39309,S,Y
Xianlong,Baumann,F,208,2928095,COOLIN,ID,83821,M,Y
Concepcion,Majewski,M,662,1294737,MC LAIN,MS,39456,S,Y
Abimbola,Braams,M,413,5726066,SPRINGFIELD,MA,1107,S,Y
Ruce,Townsend,M,443,7444007,GLENWOOD,MD,21738,M,Y
Neli,Baer,M,808,1494978,HONOLULU,HI,96814,M,Y
Tamara,Tagansky,F,336,1978982,LINCOLNTON,NC,28093,S,N
Kais,Riad,M,505,3778325,ALBUQUERQUE,NM,87123,M,N
Joacheim,Wolpe,M,701,2821232,MOHALL,ND,58761,S,Y
Eugeniusz,Linebarger,F,810,6543934,PRUDENVILLE,MI,48651,S,N
Jarir,Baudet,M,202,3438254,WASHINGTON,DC,20549,S,N
Liem,Wolfram,M,302,3941910,NEW CASTLE,DE,19721,S,N
Lachlan,Goan,F,601,8652763,BOGUE CHITTO,MS,39629,M,N
Sreenivas,Razavi,M,848,2208221,MIDLAND PARK,NJ,7432,M,Y
Osaaki,Malkhi,M,901,7888049,HARRIMAN,TN,37748,M,N
Min,Alberga,F,715,5411625,ALMA,WI,54610,S,N
Alesiano,Chleq,F,405,2798864,WESTVILLE,OK,74965,S,N
Subhachandra,Bax,F,626,9582939,IRVINE,CA,92620,M,N
Usha,Piette,F,401,2329722,PRUDENCE ISLAND,RI,2872,M,N
Ramadan,Spell,M,720,9093477,PITKIN,CO,81241,M,Y
Fuhua,Christianson,M,401,8883660,HOPE,RI,2831,S,N
Annie,Moharir,M,302,8821250,HARTLY,DE,19953,S,Y
Sverker,Wichert,F,603,4622999,PLAINFIELD,NH,3781,S,N
Nili,Talburt,F,913,8183299,BENTLEY,KS,67016,M,N
Madeleine,Gershon,F,731,8437021,JASPER,TN,37347,M,Y
Slawomir,Bahsoun,M,229,8282843,CONYERS,GA,30012,S,N
Erry,Dewar,F,251,3658833,LOWNDESBORO,AL,36752,S,N
Voratas,Highnam,F,334,1025044,STANTON,AL,36790,M,Y
Xianzhi,Greenaway,M,413,6963463,STOW,MA,1775,S,Y
Gera,Windisch,F,787,1671916,MAYAGUEZ,PR,680,S,N
Toniann,Varvel,M,603,1604213,HAMPTON,NH,3843,S,Y
Theis,Abella,M,303,7113104,HASWELL,CO,81045,S,Y
Shunichiro,Mandviwalla,M,419,3861889,ISLE SAINT GEORGE,OH,43436,S,N
Teodor,Hoeij,M,202,8406503,WASHINGTON,DC,20270,M,Y
Heino,Schultis,F,801,2721326,WASHINGTON,UT,84780,M,Y
Atreye,Gunal,F,425,7712539,TACOMA,WA,98492,M,Y
Tucker,Kieras,M,503,5127394,EUGENE,OR,97440,S,Y
Joaquin,Auletta,F,351,9267222,DRACUT,MA,1826,S,N
Anni,Eyre,M,947,5964948,WHITE PIGEON,MI,49099,M,Y
Lim,Klosgen,M,360,3742756,ALMIRA,WA,99103,M,N
Lesley,Yaoi,F,413,7322612,TYRINGHAM,MA,1264,M,N
Heiko,Bengtsson,F,406,3234911,HELENA,MT,59623,M,N
Belynda,LeThanh,M,202,3706072,WASHINGTON,DC,20212,M,N
Nat,Poch,F,812,4334136,JEFFERSONVILLE,IN,47133,M,Y
Quing,Kobylarz,F,701,5514045,RUSO,ND,58778,S,Y
Xiao,Wendel,M,570,3475646,WILLIAMSPORT,PA,17703,M,N
Cass,Caluwe,F,207,2233071,EAST WILTON,ME,4234,M,N
Chunguang,Seppanen,M,720,7838862,MONTE VISTA,CO,81144,S,N
Rayadurgam,Hirschowitz,F,770,1875954,LAWRENCEVILLE,GA,30043,S,N
Takenao,Borrmann,F,614,8552819,CROTON,OH,43013,S,N
Margaretha,Konomi,F,219,4772347,LANESVILLE,IN,47136,M,N
Joseba,Gerasch,M,907,3659172,RAMPART,AK,99767,S,Y
Atila,Angot,M,434,9868730,ORLEAN,VA,20128,S,Y
Moritz,Yaku,F,302,7947479,WILMINGTON,DE,19809,S,Y
Vinton,Vevea,M,626,9156186,CAMPO SECO,CA,95226,S,Y
Kehsiung,Renner,M,402,5231433,GILTNER,NE,68841,S,N
Oddvar,Cooley,F,702,9023128,LAS VEGAS,NV,89126,M,Y
Dongki,Jarwala,M,973,7508057,SOUTH HACKENSACK,NJ,7606,M,N
Xiaoheng,Brustmann,M,734,6336466,BURLINGTON,MI,49029,S,N
Paloma,Schulmeyer,M,205,8324009,EUTAW,AL,35462,M,Y
Carmem,Chubarov,M,757,3205004,BRUCETOWN,VA,22622,M,N
Aiqun,Larus,F,417,4956079,KNOX CITY,MO,63446,S,N
Taizan,Canos,F,402,6211731,TABLE ROCK,NE,68447,M,N
Alston,Ehrhard,M,947,5531228,FILER CITY,MI,49634,S,Y
Shelton,Grapa,F,401,1029247,MANVILLE,RI,2838,S,N
Sungkil,Urpani,M,405,6477625,LEEDEY,OK,73654,M,Y
Carver,Perri,M,907,8255923,FALSE PASS,AK,99583,M,Y
Xianging,Cremonini,M,434,2683855,JAMAICA,VA,23079,S,N
Gerold,Bestgen,M,802,3424451,NORTHFIELD FALLS,VT,5664,S,N
Uresh,Chute,M,720,7261215,FORT COLLINS,CO,80526,S,N
Umberto,Luttringhaus,M,603,6938110,SILVER LAKE,NH,3875,S,Y
Vladdimir,Mechling,F,989,5722064,MORENCI,MI,49256,M,Y
Biswa,Constantineau,M,878,5435991,PERKASIE,PA,18944,M,Y
Vijayan,Kuchenhoff,M,276,4953021,CHANTILLY,VA,20152,S,Y
Carine,Thorelli,M,401,4442850,WARWICK,RI,2888,M,N
Papa,Poix,F,907,5891895,ATQASUK,AK,99791,S,Y
Minghua,Schaub,F,320,7069042,MINNEAPOLIS,MN,55480,S,N
Fikri,Wygladala,M,410,7361690,HUNT VALLEY,MD,21031,M,N
Bette,Hackl,F,802,1364613,LONDONDERRY,VT,5148,S,Y
Stamos,Boersma,M,256,4485585,OZARK,AL,36361,S,N
Mounir,Sawada,M,847,8979028,LATHAM,IL,62543,S,N
Kayoko,Middeldorp,M,208,3668948,KIMBERLY,ID,83341,S,Y
Giorgios,Clemmensen,F,787,6492602,ADJUNTAS,PR,601,M,Y
Alice,Feast,M,971,4678966,JOHN DAY,OR,97845,M,Y
Rony,Brancadori,F,939,2957632,PATILLAS,PR,723,S,N
Rondall,Grigoryev,M,925,2496753,BAKERSFIELD,CA,93304,M,Y
Brom,Spiegler,F,419,8645927,HARVEYSBURG,OH,45032,S,N
Subhrajit,Mokkedem,M,443,1549436,FORT GEORGE G MEADE,MD,20755,M,N
Lokesh,Carey,M,302,2736493,DOVER,DE,19905,M,N
Sadeph,Morris,F,812,4962201,FORT WAYNE,IN,46899,S,N
Djimitri,Kayser,M,307,2183510,ELK MOUNTAIN,WY,82324,S,N
Mizuko,Lavecchia,M,202,8724239,WASHINGTON,DC,20510,S,N
Hanqin,Malitz,F,605,2161811,SPEARFISH,SD,57799,S,Y
Irving,Randi,M,336,6206802,OCEAN ISLE BEACH,NC,28469,M,N
Didier,Beuter,M,406,5822981,CANYON CREEK,MT,59633,S,Y
Toshinobu,Aschim,F,781,8735969,HUNTINGTON,MA,1050,M,Y
Haresh,Haraldsson,F,802,9435559,SAINT ALBANS,VT,5478,M,Y
Troels,Greibach,F,860,2856195,UNIONVILLE,CT,6085,M,Y
Natraj,Fargeaud,F,304,3754395,HUNTINGTON,WV,25773,S,N
Konrad,Daelemans,M,641,1921619,OELWEIN,IA,50662,S,N
Misa,Wielonsky,F,319,9932187,DES MOINES,IA,50391,M,N
Abraham,Schlegel,M,509,4156574,SEKIU,WA,98381,S,Y
Arindam,Kelb,F,308,6477173,BELVIDERE,NE,68315,M,Y
Mirsad,Losco,M,208,5225159,FISH HAVEN,ID,83287,M,Y
Ra ed,Keum,M,806,6092642,HOUSTON,TX,77068,S,N
LiWu,Lundstrom,M,651,3595836,SAINT MICHAEL,MN,55376,M,N
Dahlia,Missinai,F,765,2446435,NOTRE DAME,IN,46556,S,N
Fazel,Cucka,M,207,2443449,BELGRADE LAKES,ME,4918,S,N
