FName(String),LName(String),Gender(String),AreaCode(String),Phone(String),City(String),State(String),Zip(String),MaritalStatus(String),HasChild(String),SingleExemp(Integer),MarriedExemp(Integer),ChildExemp(Integer)
Nathalie,Cichon,M,540,4119785,SPEEDWELL,VA,24374,S,Y,900,0,900
Bon,Arent,F,912,5213399,JACKSONVILLE,GA,31544,M,Y,0,5400,3000
Jolanta,Czajkowski,F,308,4898621,LINCOLN,NE,68512,M,Y,0,206,103
Selwyn,Servatius,M,773,1338435,SAINT CHARLES,IL,60175,S,Y,2000,0,2000
Mieko,Bachus,F,985,3366727,MONROE,LA,71211,S,Y,4500,0,1000
Jaejoo,Hambury,M,701,1866716,REGAN,ND,58477,M,Y,0,6600,3300
Dingchao,Rosenberg,M,414,5549150,MADISON,WI,53786,M,N,0,1400,0
Lilin,Ashish,M,347,1783823,MARGARETVILLE,NY,12455,M,N,0,0,0
Hieu,Whitcroft,F,208,7223258,HAYDEN,ID,83835,S,N,3300,0,0
Lambertus,Yannakoudakis,F,601,9274903,PLANTERSVILLE,MS,38862,S,Y,6000,0,1500
Yngve,Holmback,F,317,5567888,MODOC,IN,47358,M,Y,0,2000,1000
Thiagarajan,Blodorn,M,267,6292310,BEAVER MEADOWS,PA,18216,M,Y,0,0,0
Roland,Cornu,M,202,9464761,WASHINGTON,DC,20032,S,Y,1370,0,1370
Errol,Pilouk,F,727,7971000,HAINES CITY,FL,33844,M,N,0,0,0
Ryuji,Graw,F,843,5798467,CHARLESTON AFB,SC,29404,S,Y,3300,0,3300
Mabry,Wadel,F,541,5293791,PORTLAND,OR,97215,M,Y,0,318,159
Yannich,Matuschka,M,503,1379762,BUTTE FALLS,OR,97522,S,N,159,0,0
Tyseer,Peek,F,623,4365193,QUEEN CREEK,AZ,85242,S,Y,2100,0,2300
Malik,Osmon,M,501,9744901,DRASCO,AR,72530,S,N,20,0,0
Moheb,Hesselink,M,334,4041369,GOODWAY,AL,36449,S,Y,1500,0,300
Lundy,Dewey,F,620,3189421,KENSINGTON,KS,66951,M,N,0,4500,0
Yin,Hacid,M,407,1469610,HOMESTEAD,FL,33031,M,N,0,0,0
Kerstin,Lichtenecker,F,507,9108070,HOPE,MN,56046,M,Y,0,6600,3300
Vicenzo,Leibs,F,267,9824379,ORELAND,PA,19075,M,Y,0,0,0
Apkar,Holbrook,M,754,9043147,MIAMI,FL,33185,S,N,0,0,0
Bonggi,Ruder,F,256,2898936,DANVILLE,AL,35619,M,Y,0,3000,300
Xiaofa,Cha,F,601,4111316,VICKSBURG,MS,39181,S,N,6000,0,0
Shuetsu,Hemaspaandra,M,907,1642642,EIELSON AFB,AK,99702,S,Y,0,0,0
Pushan,Bruno,M,505,3129785,LAKE ARTHUR,NM,88253,M,N,0,6600,0
Faris,Stamenas,M,251,8395200,ARLINGTON,AL,36722,M,Y,0,3000,300
Elias,Vries,F,909,5551475,AVENAL,CA,93204,S,Y,87,0,272
Sigfus,Billington,M,971,6514799,WILLIAMS,OR,97544,M,N,0,318,0
Yingxian,Theodoratos,M,408,1198985,LONG BEACH,CA,90805,S,N,87,0,0
Kotesh,Padegs,M,785,1058550,NATOMA,KS,67651,M,N,0,4500,0
Sujal,Backstrom,F,563,4756157,WORTHINGTON,IA,52078,S,Y,40,0,40
Emanuela,Bestgen,F,601,5776579,VICKSBURG,MS,39180,S,N,6000,0,0
Ahmet,Loveland,F,808,2423875,PAHALA,HI,96777,M,Y,0,2080,1040
Reem,Erman,M,701,6418359,BOWMAN,ND,58623,M,Y,0,6600,3300
Normand,Sudkamp,F,308,7886904,BUTTE,NE,68722,S,Y,103,0,103
Rafal,Redon,F,507,8852098,BELVIEW,MN,56214,S,Y,3300,0,3300
Feiyu,Bars,F,505,5387367,NAGEEZI,NM,87037,M,N,0,6600,0
Philipe,Seiferas,F,859,1723392,JEREMIAH,KY,41826,M,Y,0,40,20
Hideya,Betourne,M,202,4557048,PARCEL RETURN SERVICE,DC,56920,M,N,0,2740,0
Reinout,Wolfe,F,775,5239250,LAS VEGAS,NV,89147,M,Y,0,0,0
Xiang,Pedrotti,M,303,4631136,WESTCLIFFE,CO,81252,S,Y,0,0,0
Yong,Sitaraman,F,509,7128587,SPOKANE,WA,99202,M,N,0,0,0
Hareton,Rahmel,F,213,4038476,BERKELEY,CA,94710,M,Y,0,174,272
Kagan,Banach,F,808,7888741,HONOLULU,HI,96807,M,N,0,2080,0
Guntram,Hepplewhite,F,414,9809801,SHEBOYGAN FALLS,WI,53085,M,N,0,1400,0
Naphtali,Rosti,F,225,1375444,BUNKIE,LA,71322,S,N,4500,0,0
Shalitha,Feldhoffer,M,907,5301451,SITKA,AK,99835,S,Y,0,0,0
Shuzo,Rosch,F,620,3117386,SHARON,KS,67138,M,N,0,4500,0
Jaehyung,Protsko,M,304,2298261,LEWISBURG,WV,24901,S,N,2000,0,0
Roelof,Lenkov,F,878,1199544,ALLENPORT,PA,15412,S,Y,0,0,0
Katsuni,Rothenberg,F,434,6776313,JEWELL RIDGE,VA,24622,M,N,0,1800,0
Cary,Gillo,F,617,6908360,BABSON PARK,MA,2457,M,N,0,7150,0
Tatsuro,Mazzocca,F,580,8929703,OKLAHOMA CITY,OK,73149,S,Y,1000,0,1000
Kara,Pontow,M,701,3003340,FAIRMOUNT,ND,58030,S,Y,3300,0,3300
ChengFu,Katiyar,M,308,6218671,BUTTE,NE,68722,M,Y,0,206,103
Tareq,Thisen,F,802,6707641,SAINT ALBANS,VT,5478,S,N,3300,0,0
Truxton,Wilfing,F,918,8466865,TWIN OAKS,OK,74368,S,N,1000,0,0
Chulwoo,Beck,M,551,5962177,HOPE,NJ,7844,M,N,0,2000,0
Achyutram,Geser,M,218,7954857,SAINT PAUL,MN,55102,M,N,0,6600,0
Youichi,Glymidakis,M,252,7704761,HARBINGER,NC,27941,S,N,3300,0,0
Jeffery,Stomenovic,M,207,3921443,CHEBEAGUE ISLAND,ME,4017,M,Y,0,5700,2850
Thomals,Laevens,F,316,7605133,MANKATO,KS,66956,M,Y,0,4500,2250
Pak,Birchard,F,651,5261891,SAINT JAMES,MN,56081,M,N,0,6600,0
Athanassios,Chaudhuri,F,501,5227280,GLENWOOD,AR,71943,S,N,20,0,0
Zhengping,Bellotti,M,878,2115259,FREEDOM,PA,15042,M,N,0,0,0
Seraffin,Gerlach,M,605,8187711,MC INTOSH,SD,57641,S,N,0,0,0
Roslyn,Holvoet,F,757,2427506,PALMYRA,VA,22963,S,N,900,0,0
Joaquim,Bitar,F,760,8801504,RANCHO CUCAMONGA,CA,91701,S,Y,87,0,272
Tokuzo,Gentina,F,401,6102087,PASCOAG,RI,2859,M,N,0,0,0
Shozo,Vanwelkenhuysen,M,928,2239017,QUEEN CREEK,AZ,85142,S,Y,2100,0,2300
Bernad,Zohar,F,339,9862899,PLAINVILLE,MA,2762,S,N,3575,0,0
Arunprasad,Geeter,M,971,9231065,CRABTREE,OR,97335,M,Y,0,318,159
Yoshifumi,Welcome,F,602,9488168,GOLD CANYON,AZ,85118,S,N,2100,0,0
Venkatar,Mokryn,F,480,4062073,PHOENIX,AZ,85035,M,N,0,4200,0
Sudarshan,Dale,F,337,4803968,MANGHAM,LA,71259,S,N,4500,0,0
Xingwei,Peterka,F,401,3901729,TIVERTON,RI,2878,S,N,0,0,0
Changwoo,Matteucci,F,701,2403466,DODGE,ND,58625,S,N,3300,0,0
Serban,Reiz,F,207,1271653,NEWFIELD,ME,4056,S,N,2850,0,0
Hagen,Reith,M,401,2717961,JOHNSTON,RI,2919,M,Y,0,0,0
Konstantinos,Linsker,M,314,9509304,HIGH POINT,MO,65042,S,Y,2100,0,1200
Nora,Janusz,M,202,9781082,WASHINGTON,DC,20318,S,N,1370,0,0
Ramjee,Krasemann,M,616,9461294,CAPAC,MI,48014,M,Y,0,6200,3100
Rowland,Boy,M,240,5505353,OWINGS MILLS,MD,21117,M,N,0,4800,0
Kritchalach,Sykes,F,406,8837698,CORVALLIS,MT,59828,M,Y,0,3800,1900
Tomyyuki,Toinard,M,304,4205839,HEMPHILL,WV,24842,S,N,2000,0,0
Jinsei,Crepeau,M,509,9102215,NINE MILE FALLS,WA,99026,S,N,0,0,0
Karl,Wachs,F,660,5184805,CLIMAX SPRINGS,MO,65324,M,Y,0,4200,1200
Susannne,Zlatea,F,208,7775265,BOISE,ID,83722,S,Y,3300,0,3300
Yoon,Wielonsky,M,307,8217154,BYRON,WY,82412,M,Y,0,0,0
Pius,Champagne,F,860,8411658,WASHINGTON,CT,6793,M,Y,0,24500,0
Zakarriae,Manolakos,F,939,2337518,TOA BAJA,PR,950,S,Y,0,0,0
Meera,Esik,M,337,9119056,BATON ROUGE,LA,70820,M,Y,0,9000,1000
Roselyn,Kroeker,M,304,4685120,SIMPSON,WV,26435,S,Y,2000,0,2000
Dallan,Siprelle,M,612,9535441,WINTHROP,MN,55396,S,Y,3300,0,3300
Pushpa,Voorhoeve,M,870,1353946,NORTH LITTLE ROCK,AR,72119,S,N,20,0,0
Uriel,Almasi,F,334,6442384,SAINT ELMO,AL,36568,S,Y,1500,0,300
Bogong,Magenheimer,M,251,8023097,RUSSELLVILLE,AL,35654,M,N,0,3000,0
Asham,Amagasa,M,202,6061743,WASHINGTON,DC,20407,M,Y,0,2740,1370
Ilsoo,Varhegyi,M,913,7791097,LIBERAL,KS,67901,M,N,0,4500,0
Stanislav,Boxall,M,580,5794256,RUFE,OK,74755,M,Y,0,2000,1000
Arndt,Yochum,F,801,8861122,ALTAMONT,UT,84001,S,Y,2475,0,2475
Sarvesh,Fudos,F,606,4451629,GRETHEL,KY,41631,M,Y,0,40,20
Donny,Inari,M,435,9056281,SANDY,UT,84094,M,N,0,4950,0
DeWLitt,Kirtane,M,623,8234976,MARICOPA,AZ,85238,S,N,2100,0,0
Byunggyu,Wodd,F,717,1258052,WEST LEISENRING,PA,15489,S,N,0,0,0
Sozo,Roeseler,F,775,5271289,RENO,NV,89511,S,Y,0,0,0
Jialin,Weiland,F,234,6243360,CASTALIA,OH,44824,M,Y,0,2600,1300
Youfeng,Nakakoji,M,808,6854643,KUNIA,HI,96759,M,Y,0,2080,1040
Shohji,Auinger,M,308,4999714,MARQUETTE,NE,68854,S,Y,103,0,103
Yildiray,Prati,F,939,1616914,GUANICA,PR,653,S,Y,0,0,0
Baiju,Preteux,F,802,9306989,BURLINGTON,VT,5401,S,Y,3300,0,3300
Dwight,Kochskamper,M,202,7813855,WASHINGTON,DC,20456,M,Y,0,2740,1370
Gees,Marletta,M,701,5084164,FINGAL,ND,58031,M,Y,0,6600,3300
Hideko,Ionescu,M,952,9658996,CLEAR LAKE,MN,55319,S,Y,3300,0,3300
Kohei,Challis,M,609,2718552,WHIPPANY,NJ,7983,S,N,1000,0,0
Daya,Bannelier,F,484,6781876,SOUTH FORK,PA,15956,M,N,0,0,0
Florence,Leitjen,F,507,4784775,WINTON,MN,55796,S,Y,3300,0,3300
Nandlal,Bach,M,787,6966492,CAROLINA,PR,983,S,N,0,0,0
Antonia,Arz,M,605,3429753,SIOUX FALLS,SD,57186,M,N,0,0,0
Masaya,Heinisuo,F,434,2624259,BARREN SPRINGS,VA,24313,S,Y,900,0,900
Xiaocheng,Steinauer,F,423,9939455,SANTA FE,TN,38482,M,Y,0,0,0
Vahid,Cypher,F,503,4488607,HAINES,OR,97833,M,N,0,318,0
Manlio,Laube,M,505,6688777,VAUGHN,NM,88353,M,Y,0,6600,3300
Nagui,Ibel,M,601,9626122,RAYMOND,MS,39154,M,N,0,12000,0
Shreeram,Uhrig,F,203,1517044,NORTH GRANBY,CT,6060,M,N,0,24500,0
Billur,Blaschka,F,515,2304780,MOUNT UNION,IA,52644,M,N,0,80,0
Tamer,Kirkwood,M,802,9135446,SALISBURY,VT,5769,M,Y,0,6600,3300
Catherina,Romijn,M,848,2516880,OLDWICK,NJ,8858,S,N,1000,0,0
Anita,Noll,F,334,5604397,BIRMINGHAM,AL,35298,M,Y,0,3000,300
Wynn,Tretiakoff,M,347,4761036,ACCORD,NY,12404,M,Y,0,0,1000
Aditi,Lucco,F,505,9289548,LOS ALAMOS,NM,87544,M,Y,0,6600,3300
Hessam,Orlowska,M,219,3219860,SAINT ANTHONY,IN,47575,S,Y,1000,0,1000
Danielle,Boreddy,F,504,2893887,RACELAND,LA,70394,M,N,0,9000,0
Chane,Wabbi,F,704,9859473,NAGS HEAD,NC,27959,S,N,3300,0,0
Anita,Jouvelot,F,970,9836355,FOWLER,CO,81039,M,N,0,0,0
Oksana,Giesl,F,870,2669318,JACKSONPORT,AR,72075,M,Y,0,40,20
Gadi,Bergamini,F,317,2393502,LEOPOLD,IN,47551,M,N,0,2000,0
Haruna,Alter,M,878,6389812,MARYSVILLE,PA,17053,S,N,0,0,0
Willy,Covvey,M,401,9208125,HARMONY,RI,2829,M,Y,0,0,0
Silvie,Zuberek,F,270,2582634,CUMBERLAND,KY,40823,S,Y,20,0,20
Lambertus,Handel,F,907,7028280,BREVIG MISSION,AK,99785,S,Y,0,0,0
Aggis,Razavi,F,712,2093989,SHELDON,IA,51201,M,Y,0,80,40
Bett,Protasov,M,616,9241618,BUCHANAN,MI,49107,M,N,0,6200,0
Yonghong,Wegenkittl,M,302,2623889,NEW CASTLE,DE,19720,M,N,0,220,0
Thilo,Spinney,M,207,2359748,ROCKPORT,ME,4856,M,Y,0,5700,2850
Markian,Welham,M,253,8194336,SELAH,WA,98942,M,Y,0,0,0
Sayeed,D Ambra,F,803,5422960,COLUMBIA,SC,29230,S,Y,3300,0,3300
Muralidhar,Cakir,M,302,8258304,WILMINGTON,DE,19803,M,N,0,220,0
Wided,Zonta,F,954,9424787,MIAMI,FL,33151,M,Y,0,0,0
Taegyun,Schaft,F,857,2056457,MELROSE,MA,2176,S,Y,3575,0,1000
Thao,Sahidar,F,314,6357453,LAKE SPRING,MO,65532,M,Y,0,4200,1200
Ulf,Thistlewaite,F,405,8847929,BYARS,OK,74831,M,Y,0,2000,1000
Shaye,Lenowitz,F,715,2558720,COMSTOCK,WI,54826,S,Y,700,0,400
Mirko,Casas,F,234,3146038,SYCAMORE VALLEY,OH,43789,M,N,0,2600,0
Sandi,Berrebi,F,307,7241891,AUBURN,WY,83111,M,Y,0,0,0
Pieluigi,Deemter,M,913,6546106,MANHATTAN,KS,66502,S,Y,2250,0,2250
Johanna,Terzopoulos,M,808,7013514,KAILUA,HI,96734,M,Y,0,2080,1040
Mountaz,Vinze,F,802,9553701,VERSHIRE,VT,5079,S,N,3300,0,0
Haibin,Luby,M,435,4038964,KAMAS,UT,84036,S,Y,2475,0,2475
Baio,Uemori,F,603,6563649,GILMANTON IRON WORKS,NH,3837,S,N,0,0,0
Sowmitri,Zinovjev,F,971,2376271,ELMIRA,OR,97437,M,Y,0,318,159
Shyamal,Khadilkar,F,301,9869681,SPARKS GLENCOE,MD,21152,M,Y,0,4800,2400
Frederich,Cosoroaba,F,267,3431996,BENDERSVILLE,PA,17306,S,N,0,0,0
Carel,Ruocco,F,703,3249485,COVINGTON,VA,24426,S,N,900,0,0
Eddie,Anstee,M,562,9817805,SOUTH LAKE TAHOE,CA,96156,S,Y,87,0,272
Wonchan,Favero,M,985,2367987,SHREVEPORT,LA,71101,S,N,4500,0,0
Xinan,Shmuely,F,775,2142913,ELY,NV,89315,S,N,0,0,0
Prasadram,Pflugl,F,347,5997489,PAVILION,NY,14525,S,N,0,0,0
Larisa,Cherian,F,636,4026713,SYRACUSE,MO,65354,M,N,0,4200,0
Shunichiro,Shteto,M,985,1188391,JONES,LA,71250,M,N,0,9000,0
Lionello,Monkeberg,F,251,3968409,GANTT,AL,36038,S,Y,1500,0,300
Sugath,Darrell,M,203,9475936,PAWCATUCK,CT,6379,M,Y,0,24500,0
Nataraj,Touati,F,605,9469648,HOUGHTON,SD,57449,M,Y,0,0,0
France,Derry,M,928,5297664,JEROME,AZ,86331,S,N,2100,0,0
Nofumi,Musil,M,808,3567635,CAPTAIN COOK,HI,96704,M,N,0,2080,0
Tulika,Marinescu,F,505,3206992,HILLSBORO,NM,88042,S,Y,3300,0,3300
Duanning,Coe,F,708,2308026,YATES CITY,IL,61572,M,Y,0,4000,2000
Nat,Delaune,F,256,1067960,HAYNEVILLE,AL,36040,S,N,1500,0,0
Surath,Radzyminski,M,907,6747467,COPPER CENTER,AK,99573,M,Y,0,0,0
Kritchalach,Malhis,F,513,1186313,WASHINGTONVILLE,OH,44490,S,N,1300,0,0
Ingar,Shimura,F,215,3629487,BROCKWAY,PA,15824,S,N,0,0,0
Boonserm,Sussmann,M,302,5311451,WILMINGTON,DE,19893,M,N,0,220,0
Niek,Agarawala,M,443,2369295,POTOMAC,MD,20854,M,N,0,4800,0
Carla,Beeferman,M,802,6041081,FAIR HAVEN,VT,5743,M,N,0,6600,0
Daivd,Mikitiuk,F,567,3028457,CURTICE,OH,43412,S,N,1300,0,0
Dana,Marsden,F,304,2526076,SINKS GROVE,WV,24976,S,Y,2000,0,2000
Cal,Pitoura,F,859,4929169,BAGDAD,KY,40003,S,Y,20,0,20
Joep,Winters,F,307,9735170,THERMOPOLIS,WY,82443,S,N,0,0,0
Dian,Ashworth,M,864,7483515,MAYESVILLE,SC,29104,S,Y,3300,0,3300
Yibei,Artiges,F,478,7974837,DAISY,GA,30423,S,Y,2700,0,3000
Tricia,Wenger,F,401,7398560,NARRAGANSETT,RI,2882,M,Y,0,0,0
Sreerupa,Khair,M,503,7211601,SCOTTS MILLS,OR,97375,M,Y,0,318,159
Bharadwaj,DeMori,M,605,5239059,LEBANON,SD,57455,M,N,0,0,0
Juanito,Boffa,M,225,4509400,GRAND CANE,LA,71032,S,N,4500,0,0
Sanjive,Veretennikov,M,603,2203112,NORTH HAVERHILL,NH,3774,S,Y,0,0,0
Bostwick,Dostal,F,860,2025590,BROOKFIELD,CT,6804,M,Y,0,24500,0
Lowell,Cooke,M,307,3319561,CODY,WY,82414,S,Y,0,0,0
Hjalmtyr,Wrzyszcz,M,603,2762959,WEST CHESTERFIELD,NH,3466,S,N,0,0,0
Hyeokman,Mashey,M,787,8725688,CEIBA,PR,735,S,N,0,0,0
Wynne,Supornpaibul,F,301,2132498,FRIENDSHIP,MD,20758,S,Y,2400,0,2400
Mieczyslaw,Schonegge,M,202,6798683,WASHINGTON,DC,20418,S,Y,1370,0,1370
Bagirath,Grabow,F,302,2189152,WILMINGTON,DE,19889,S,N,110,0,0
Demetrios,Kuchenhoff,F,912,7199030,DAHLONEGA,GA,30533,M,Y,0,5400,3000
Gookhai,Haskins,M,660,9527251,FREDERICKTOWN,MO,63645,S,N,2100,0,0
Herb,Ventura,F,308,7619260,LINCOLN,NE,68514,S,Y,103,0,103
Odette,Ruffin,F,303,4149580,WESTMINSTER,CO,80030,S,N,0,0,0
Edwige,Agosti,M,209,3007071,TEMECULA,CA,92589,S,Y,87,0,272
Gabriele,Eustace,M,508,5654418,WARREN,MA,1083,M,Y,0,7150,1000
Aduri,Romboli,F,301,2317022,ROCKVILLE,MD,20847,M,Y,0,4800,2400
Filipe,Klingspor,M,406,5342978,GREAT FALLS,MT,59403,S,Y,1900,0,1900
Ciyou,Pinnu,M,408,5417656,SACRAMENTO,CA,95815,S,N,87,0,0
Boyan,Pfening,M,801,8875435,SANDY,UT,84093,S,N,2475,0,0
Teemu,Andradas,M,865,2042951,KNOXVILLE,TN,37933,M,N,0,0,0
Tatsuhiro,Detro,F,540,5482437,PARKSLEY,VA,23421,M,N,0,1800,0
Marija,Gauyacq,M,907,1835230,POINT HOPE,AK,99766,M,N,0,0,0
Xuemin,Kunkdelmann,F,913,5294886,BARNARD,KS,67418,M,N,0,4500,0
Tefko,Keefer,F,586,7937435,JASPER,MI,49248,M,Y,0,6200,3100
Betty,Hedlund,F,815,8492115,STOCKTON,IL,61085,M,N,0,4000,0
Hikyu,Bravoco,M,202,6927488,WASHINGTON,DC,20581,S,N,1370,0,0
Jega,Cromwell,F,405,7715973,ENID,OK,73702,M,Y,0,2000,1000
Wyn,Palacios,M,701,9345654,FARGO,ND,58104,M,Y,0,6600,3300
Panagiota,Rain,F,804,7864336,JEFFERSONTON,VA,22724,M,N,0,1800,0
Neville,Backelin,F,309,3203103,AUBURN,IL,62615,S,N,2000,0,0
Chitresh,Samaras,F,402,8702166,SHELBY,NE,68662,S,Y,103,0,103
Kunyung,Tourancheau,F,787,3071508,AGUADILLA,PR,605,S,Y,0,0,0
Avra,Scharstein,F,251,5739409,BIRMINGHAM,AL,35283,M,N,0,3000,0
Fan,Bateman,M,207,1429553,DRYDEN,ME,4225,M,N,0,5700,0
Yasubumi,Azevdeo,M,307,2012043,BUFORD,WY,82052,M,N,0,0,0
Neelam,Kroha,M,973,7691561,GOSHEN,NJ,8218,M,Y,0,2000,1500
Hosahalli,Tumuluri,M,808,3521978,HONOLULU,HI,96808,S,N,1040,0,0
Anup,Syrotiuk,F,907,5206751,EGEGIK,AK,99579,M,Y,0,0,0
Kemji,McNichols,F,267,4723178,TITUSVILLE,PA,16354,M,N,0,0,0
Heinrich,Roeseler,M,402,2604344,SCHUYLER,NE,68661,S,Y,103,0,103
Ashley,Baranowski,F,801,1467487,IBAPAH,UT,84034,S,N,2475,0,0
Viviana,Paleczny,F,202,8128146,WASHINGTON NAVY YARD,DC,20376,M,N,0,2740,0
Akinari,Rubio,M,318,5394850,LISBON,LA,71048,S,Y,4500,0,1000
Rajive,Schapire,F,212,6964181,PORT KENT,NY,12975,M,Y,0,0,1000
Kingsley,Hotzel,M,605,5847102,CROOKS,SD,57020,M,Y,0,0,0
Xiaoshan,Kakuma,M,231,9066938,BARODA,MI,49101,M,N,0,6200,0
Borka,Winkels,F,870,5142977,IVAN,AR,71748,M,N,0,40,0
Fakher,Kabir,F,302,4081863,DAGSBORO,DE,19939,S,Y,110,0,110
Grazia,Langlais,F,830,9893424,KOUNTZE,TX,77625,S,Y,0,0,0
Sebastian,Kagiwada,F,865,7015080,TEN MILE,TN,37880,M,Y,0,0,0
Keki,Neuwirth,M,229,9009682,LAWRENCEVILLE,GA,30043,S,Y,2700,0,3000
Lin,Dubinsky,M,205,8743975,HUNTSVILLE,AL,35809,M,N,0,3000,0
Yuanhui,Bratten,F,814,6088198,MELCROFT,PA,15462,M,Y,0,0,0
Gongxian,Mitoma,M,208,8681755,STITES,ID,83552,S,N,3300,0,0
Fujie,Poutre,F,907,1341519,LOWER KALSKAG,AK,99626,S,Y,0,0,0
Uno,Calingaert,F,316,2747589,OVERLAND PARK,KS,66223,S,N,2250,0,0
Mick,Beguin,M,724,5186255,FEASTERVILLE TREVOSE,PA,19053,S,Y,0,0,0
Madeleine,Heckroth,F,940,6353868,BROWNWOOD,TX,76804,S,Y,0,0,0
Christoforos,Lauterbach,M,859,2168262,HICKORY,KY,42051,M,N,0,40,0
Amnon,Dannevik,M,939,3143025,SAN JUAN,PR,901,S,N,0,0,0
Ling,Servieres,F,337,8648565,LAFAYETTE,LA,70506,S,Y,4500,0,1000
Brigitte,DuMouchel,F,603,5704283,SULLIVAN,NH,3445,S,Y,0,0,0
Kev,Kalb,F,769,3603823,INDEPENDENCE,MS,38638,M,Y,0,12000,1500
Pauline,Blinzer,F,787,6447651,LOIZA,PR,772,M,N,0,0,0
Jingsen,Kusalik,M,207,4585980,BROWNVILLE JUNCTION,ME,4415,M,Y,0,5700,2850
Vic,Iacovou,F,802,4866595,WILLISTON,VT,5495,S,N,3300,0,0
Annick,Friesem,F,307,9361457,FRONTIER,WY,83121,S,N,0,0,0
Shifu,Lamond,F,580,8409882,TULSA,OK,74155,S,Y,1000,0,1000
Ramkrishnan,Gorg,M,401,1799214,PROVIDENCE,RI,2901,M,Y,0,0,0
Anestis,Zadeh,F,939,9779886,CAMUY,PR,627,M,Y,0,0,0
Mihalis,Veijalainen,F,515,9881595,BOONE,IA,50099,S,Y,40,0,40
Edyta,Khachiyan,M,307,9886632,NATRONA,WY,82646,S,N,0,0,0
Avadis,Ginzberg,F,702,3942446,RENO,NV,89519,S,Y,0,0,0
Hikaru,Lisonek,M,360,9995417,LA CENTER,WA,98629,M,Y,0,0,0
Insung,Naggar,F,808,1032428,HANA,HI,96713,M,N,0,2080,0
Vivekananda,Baptiste,F,931,6624329,SALTILLO,TN,38370,S,Y,0,0,0
Jinglie,Loganantharaj,M,803,3295884,TAMASSEE,SC,29686,M,N,0,6600,0
Eduardus,Lange,M,631,2997931,LITTLE NECK,NY,11363,S,Y,0,0,1000
Pravil,Aldous,F,208,6542889,DESMET,ID,83824,S,Y,3300,0,3300
Herbert,Bogomolov,M,316,8692903,PARADISE,KS,67658,M,Y,0,4500,2250
Dinkar,Alfonsin,M,304,2491702,PREMIER,WV,24878,M,N,0,4000,0
Sherif,Oberhuber,M,802,6959504,MONTPELIER,VT,5603,S,Y,3300,0,3300
France,Alpuente,M,970,9415350,COLORADO SPRINGS,CO,80928,M,N,0,0,0
Asham,Goke,M,870,9919176,MONTICELLO,AR,71656,M,N,0,40,0
Lorrin,Villarreal,F,505,1424842,QUEMADO,NM,87829,M,Y,0,6600,3300
Xiaoming,Srimani,M,715,4403843,LOYAL,WI,54446,S,Y,700,0,400
Asuman,Lando,M,720,2618568,NEDERLAND,CO,80466,M,N,0,0,0
Simona,Kobuchi,M,207,6601080,WEST BALDWIN,ME,4091,M,N,0,5700,0
Yacine,Stepanek,F,207,2449708,WINTHROP,ME,4364,M,Y,0,5700,2850
Baltasar,Verbauwhede,M,401,7828505,GREENVILLE,RI,2828,S,Y,0,0,0
Chetan,Leinemann,M,435,3389346,ROY,UT,84067,M,N,0,4950,0
Myriam,Gaschnig,M,808,7038549,J B P H H,HI,96860,M,Y,0,2080,1040
Jutta,Gupte,M,973,7646440,EATONTOWN,NJ,7724,S,Y,1000,0,1500
Suzette,Aisbett,M,920,2341244,SOUTH MILWAUKEE,WI,53172,S,Y,700,0,400
Ehric,Muzio,F,504,8689811,MOUNT AIRY,LA,70076,S,N,4500,0,0
Rebecca,Rozas,F,228,5142380,FULTON,MS,38843,S,N,6000,0,0
Candy,Thibadeau,F,303,5509011,LITTLETON,CO,80121,M,Y,0,0,0
Chengjiang,Merabti,F,501,8878881,ELIZABETH,AR,72531,S,Y,20,0,20
Roch,Seggelke,F,770,8566299,ESOM HILL,GA,30138,M,Y,0,5400,3000
Redha,Blumrich,F,605,9702710,MARTY,SD,57361,S,N,0,0,0
Leyuan,Cherinka,M,505,7275072,ALBUQUERQUE,NM,87154,S,N,3300,0,0
Jixin,Roantree,F,330,9689731,BLAINE,OH,43909,S,N,1300,0,0
Euthimios,Kracsony,F,618,6209715,MC LEAN,IL,61754,S,N,2000,0,0
Mohd,Beim,F,816,9462991,SEDALIA,MO,65302,M,N,0,4200,0
Arlaana,Seung,M,319,4146970,WEST BURLINGTON,IA,52655,M,N,0,80,0
Gao,Blomberg,M,757,7983091,RADFORD,VA,24143,M,N,0,1800,0
Boyce,Bolloju,M,630,9001776,CISNE,IL,62823,M,N,0,4000,0
Dayanand,Gerbe,M,702,2016793,RENO,NV,89520,S,Y,0,0,0
Mitsuho,Lalanda,M,425,7072314,PULLMAN,WA,99165,S,Y,0,0,0
Saturnino,Gierl,M,435,2592649,ANETH,UT,84510,S,Y,2475,0,2475
Teofilo,Sirmakessis,M,803,5307825,ISLE OF PALMS,SC,29451,S,N,3300,0,0
Piyush,Crescenzi,F,501,7255098,PARON,AR,72122,S,N,20,0,0
Pierluigi,Astor,F,302,3361936,DOVER,DE,19904,S,Y,110,0,110
Alon,Roure,M,720,6722242,YAMPA,CO,80483,M,Y,0,0,0
M hamed,Tedijanto,M,712,6581292,VINING,IA,52348,M,N,0,80,0
Laxmikant,Helscher,M,907,2217075,KIVALINA,AK,99750,M,Y,0,0,0
Kek,Lazensky,M,615,6495173,MEMPHIS,TN,38181,M,Y,0,0,0
